START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE*
12/24/2016 9:19,12/24/2016 9:55,Business,Richmond Downtown,Richmond Hindu temple,10.7,Meal/Entertain
12/24/2016 10:34,12/24/2016 10:53,Business,NewYork Downtown,NewYork Downtown,5.3,Meal/Entertain
12/24/2016 12:51,12/24/2016 12:53,Business,NewYork Downtown,NewYork Downtown,1.6,Errand/Supplies
12/24/2016 13:08,12/24/2016 13:29,Business,NewYork Downtown,NewYork Downtown,3.6,Errand/Supplies
12/24/2016 17:12,12/24/2016 17:27,Business,NewYork Downtown,NewYork Downtown,1.7,Errand/Supplies
12/24/2016 19:12,12/24/2016 19:27,Business,NewYork Downtown,NewYork Downtown,2.9,Meal/Entertain
12/24/2016 22:04,12/24/2016 22:09,Business,NewYork Downtown,NewYork Downtown,0.6,Errand/Supplies
12/25/2016 0:10,12/25/2016 0:14,Business,NewYork Downtown,NewYork Downtown,0.6,Errand/Supplies
12/25/2016 19:15,12/25/2016 19:26,Business,NewYork Downtown,NewYork Downtown,2.3,Meal/Entertain
12/25/2016 21:58,12/25/2016 22:04,Business,NewYork Downtown,NewYork Downtown,2.3,Meal/Entertain
12/26/2016 8:30,12/26/2016 8:41,Business,NewYork Downtown,NewYork Downtown,3.2,Meal/Entertain
12/26/2016 9:05,12/26/2016 9:19,Business,NewYork Downtown,NewYork Downtown,6.2,Customer Visit
12/26/2016 10:15,12/26/2016 10:36,Business,NewYork Downtown,NewYork Downtown,7.7,Customer Visit
12/26/2016 11:29,12/26/2016 11:42,Business,NewYork Downtown,NewYork Downtown,3.8,Customer Visit
12/26/2016 13:09,12/26/2016 13:43,Business,NewYork Downtown,NewYork Downtown,7.9,Meeting
12/27/2016 7:02,12/27/2016 7:14,Business,Dallas Airport,Dallas Downtown,4.9,Temporary Site
12/27/2016 8:37,12/27/2016 8:59,Business,Dallas Airport,Dallas Downtown,5,Meal/Entertain
12/27/2016 12:53,12/27/2016 12:57,Business,Dallas Airport,Dallas Downtown,0.6,Meal/Entertain
12/27/2016 14:49,12/27/2016 15:03,Business,Dallas Airport,Dallas Downtown,3.1,Customer Visit
12/27/2016 16:34,12/27/2016 16:58,Business,Richmond Downtown,Richmond Hindu temple,7.9,Meeting
12/27/2016 19:19,12/27/2016 19:50,Business,Dallas Airport,Dallas Downtown,5.5,Customer Visit
12/28/2016 8:34,12/28/2016 9:06,Business,Dallas Airport,Dallas Downtown,10.3,Meal/Entertain
12/28/2016 11:42,12/28/2016 12:12,Business,Richmond Downtown,Richmond Hindu temple,10.4,Errand/Supplies
12/28/2016 13:53,12/28/2016 14:01,Business,Dallas Airport,Dallas Downtown,2,Errand/Supplies
12/28/2016 15:04,12/28/2016 15:39,Business,Dallas Airport,Dallas Downtown,8.5,Meal/Entertain
12/28/2016 17:02,12/28/2016 17:16,Business,Richmond Downtown,Richmond Hindu temple,4.4,Errand/Supplies
12/28/2016 18:33,12/28/2016 18:56,Business,Dallas Airport,Dallas Downtown,3.8,Errand/Supplies
12/28/2016 22:44,12/28/2016 23:18,Business,Dallas Airport,Dallas Downtown,5.1,Errand/Supplies
12/29/2016 0:49,12/29/2016 1:06,Business,Dallas Airport,Dallas Downtown,3.8,Errand/Supplies
12/29/2016 9:44,12/29/2016 10:07,Business,Dallas Airport,Dallas Downtown,11.6,Meal/Entertain
12/29/2016 11:28,12/29/2016 12:00,Business,Richmond Downtown,Richmond Hindu temple,11.9,Meal/Entertain
12/29/2016 12:25,12/29/2016 12:33,Business,Dallas Airport,Dallas Downtown,1.4,Errand/Supplies
12/29/2016 13:17,12/29/2016 13:24,Business,Dallas Airport,Dallas Downtown,1.1,Errand/Supplies
12/29/2016 13:56,12/29/2016 14:11,Business,Dallas Airport,Dallas Downtown,4.1,Airport/Travel
12/29/2016 14:42,12/29/2016 14:58,Business,Dallas Airport,Dallas Downtown,6.1,Between Offices
12/29/2016 15:05,12/29/2016 15:16,Business,Dallas Airport,Dallas Downtown,1.3,Errand/Supplies
12/29/2016 18:59,12/29/2016 19:14,Business,Dallas Airport,Dallas Downtown,3,Meal/Entertain
12/29/2016 19:50,12/29/2016 20:10,Business,Richmond Downtown,Richmond Hindu temple,4.1,Customer Visit
12/29/2016 20:15,12/29/2016 20:45,Business,Dallas Airport,Dallas Downtown,7.2,Meeting
12/29/2016 20:53,12/29/2016 21:42,Business,Dallas Airport,Dallas Downtown,6.4,
12/29/2016 23:14,12/29/2016 23:47,Business,Richmond Downtown,Richmond Hindu temple,12.9,Meeting
12/30/2016 10:15,12/30/2016 10:33,Business,Dallas Airport,Dallas Downtown,2.8,Errand/Supplies
12/30/2016 11:31,12/30/2016 11:56,Business,Dallas Airport,Dallas Downtown,2.9,Errand/Supplies
12/30/2016 15:41,12/30/2016 16:03,Business,Dallas Airport,Dallas Downtown,4.6,Errand/Supplies
12/30/2016 16:45,12/30/2016 17:08,Business,Dallas Airport,Dallas Downtown,4.6,Meeting
12/30/2016 23:06,12/30/2016 23:10,Business,Dallas Airport,Dallas Downtown,0.8,Customer Visit
12/31/2016 1:07,12/31/2016 1:14,Business,Dallas Airport,Dallas Downtown,0.7,Meeting
12/31/2016 13:24,12/31/2016 13:42,Business,Dallas Airport,Dallas Downtown,3.9,Temporary Site
12/31/2016 15:03,12/31/2016 15:38,Business,Richmond Downtown,Richmond Hindu temple,16.2,Meeting
12/31/2016 21:32,12/31/2016 21:50,Business,Dallas Airport,Dallas Downtown,6.4,Temporary Site
12/31/2016 22:08,12/31/2016 23:51,Business,Chicago Downtown,Chicago suburb,48.2,Temporary Site
